OUT port 0x03B8, size 1, value 0x29  # MDA MODE write
OUT port 0x03B9, size 1, value 0x30  # MDA write ATTR
OUT port 0x03D8, size 1, value 0x00  # cga_out
OUT port 0x03D4, size 1, value 0x00  # cga_out
OUT port 0x03D5, size 1, value 0x38  # cga_out
OUT port 0x03D4, size 1, value 0x01  # cga_out
OUT port 0x03D5, size 1, value 0x28  # cga_out
OUT port 0x03D4, size 1, value 0x02  # cga_out
OUT port 0x03D5, size 1, value 0x2D  # cga_out
OUT port 0x03D4, size 1, value 0x03  # cga_out
OUT port 0x03D5, size 1, value 0x0A  # cga_out
OUT port 0x03D4, size 1, value 0x04  # cga_out
OUT port 0x03D5, size 1, value 0x1F  # cga_out
OUT port 0x03D4, size 1, value 0x05  # cga_out
OUT port 0x03D5, size 1, value 0x06  # cga_out
OUT port 0x03D4, size 1, value 0x06  # cga_out
OUT port 0x03D5, size 1, value 0x19  # cga_out
OUT port 0x03D4, size 1, value 0x07  # cga_out
OUT port 0x03D5, size 1, value 0x1C  # cga_out
OUT port 0x03D4, size 1, value 0x08  # cga_out
OUT port 0x03D5, size 1, value 0x02  # cga_out
OUT port 0x03D4, size 1, value 0x09  # cga_out
OUT port 0x03D5, size 1, value 0x07  # cga_out
OUT port 0x03D4, size 1, value 0x0A  # cga_out
OUT port 0x03D5, size 1, value 0x06  # cga_out
OUT port 0x03D4, size 1, value 0x0B  # cga_out
OUT port 0x03D5, size 1, value 0x07  # cga_out
OUT port 0x03D4, size 1, value 0x0C  # cga_out
OUT port 0x03D5, size 1, value 0x00  # cga_out
OUT port 0x03D4, size 1, value 0x0D  # cga_out
OUT port 0x03D5, size 1, value 0x00  # cga_out
OUT port 0x03D4, size 1, value 0x0E  # cga_out
OUT port 0x03D5, size 1, value 0x00  # cga_out
OUT port 0x03D4, size 1, value 0x0F  # cga_out
OUT port 0x03D5, size 1, value 0x00  # cga_out
OUT port 0x03D8, size 1, value 0x28  # cga_out
OUT port 0x03D9, size 1, value 0x30  # cga_out
IN  port 0x0062, size 1, value 0x2D  # keyboard_xt_read
OUT port 0x0061, size 1, value 0xA9  # keyboard_xt_write
IN  port 0x0062, size 1, value 0x2D  # keyboard_xt_read
OUT port 0x03D8, size 1, value 0x00  # cga_out
OUT port 0x03D4, size 1, value 0x00  # cga_out
OUT port 0x03D5, size 1, value 0x38  # cga_out
OUT port 0x03D4, size 1, value 0x01  # cga_out
OUT port 0x03D5, size 1, value 0x28  # cga_out
OUT port 0x03D4, size 1, value 0x02  # cga_out
OUT port 0x03D5, size 1, value 0x2D  # cga_out
OUT port 0x03D4, size 1, value 0x03  # cga_out
OUT port 0x03D5, size 1, value 0x0A  # cga_out
OUT port 0x03D4, size 1, value 0x04  # cga_out
OUT port 0x03D5, size 1, value 0x1F  # cga_out
OUT port 0x03D4, size 1, value 0x05  # cga_out
OUT port 0x03D5, size 1, value 0x06  # cga_out
OUT port 0x03D4, size 1, value 0x06  # cga_out
OUT port 0x03D5, size 1, value 0x19  # cga_out
OUT port 0x03D4, size 1, value 0x07  # cga_out
OUT port 0x03D5, size 1, value 0x1C  # cga_out
OUT port 0x03D4, size 1, value 0x08  # cga_out
OUT port 0x03D5, size 1, value 0x02  # cga_out
OUT port 0x03D4, size 1, value 0x09  # cga_out
OUT port 0x03D5, size 1, value 0x07  # cga_out
OUT port 0x03D4, size 1, value 0x0A  # cga_out
OUT port 0x03D5, size 1, value 0x06  # cga_out
OUT port 0x03D4, size 1, value 0x0B  # cga_out
OUT port 0x03D5, size 1, value 0x07  # cga_out
OUT port 0x03D4, size 1, value 0x0C  # cga_out
OUT port 0x03D5, size 1, value 0x00  # cga_out
OUT port 0x03D4, size 1, value 0x0D  # cga_out
OUT port 0x03D5, size 1, value 0x00  # cga_out
OUT port 0x03D4, size 1, value 0x0E  # cga_out
OUT port 0x03D5, size 1, value 0x00  # cga_out
OUT port 0x03D4, size 1, value 0x0F  # cga_out
OUT port 0x03D5, size 1, value 0x00  # cga_out
OUT port 0x03D8, size 1, value 0x28  # cga_out
OUT port 0x03D9, size 1, value 0x30  # cga_out
OUT port 0x03D8, size 1, value 0x00  # cga_out
IN  port 0x0061, size 1, value 0x99  # keyboard_xt_read
OUT port 0x0061, size 1, value 0xB9  # keyboard_xt_write
OUT port 0x0061, size 1, value 0x89  # keyboard_xt_write
IN  port 0x0062, size 1, value 0x2D  # keyboard_xt_read
IN  port 0x0062, size 1, value 0x2D  # keyboard_xt_read
IN  port 0x0062, size 1, value 0x2D  # keyboard_xt_read
OUT port 0x03D8, size 1, value 0x00  # cga_out
OUT port 0x03D4, size 1, value 0x00  # cga_out
OUT port 0x03D5, size 1, value 0x38  # cga_out
OUT port 0x03D4, size 1, value 0x01  # cga_out
OUT port 0x03D5, size 1, value 0x28  # cga_out
OUT port 0x03D4, size 1, value 0x02  # cga_out
OUT port 0x03D5, size 1, value 0x2D  # cga_out
OUT port 0x03D4, size 1, value 0x03  # cga_out
OUT port 0x03D5, size 1, value 0x0A  # cga_out
OUT port 0x03D4, size 1, value 0x04  # cga_out
OUT port 0x03D5, size 1, value 0x1F  # cga_out
OUT port 0x03D4, size 1, value 0x05  # cga_out
OUT port 0x03D5, size 1, value 0x06  # cga_out
OUT port 0x03D4, size 1, value 0x06  # cga_out
OUT port 0x03D5, size 1, value 0x19  # cga_out
OUT port 0x03D4, size 1, value 0x07  # cga_out
OUT port 0x03D5, size 1, value 0x1C  # cga_out
OUT port 0x03D4, size 1, value 0x08  # cga_out
OUT port 0x03D5, size 1, value 0x02  # cga_out
OUT port 0x03D4, size 1, value 0x09  # cga_out
OUT port 0x03D5, size 1, value 0x07  # cga_out
OUT port 0x03D4, size 1, value 0x0A  # cga_out
OUT port 0x03D5, size 1, value 0x06  # cga_out
OUT port 0x03D4, size 1, value 0x0B  # cga_out
OUT port 0x03D5, size 1, value 0x07  # cga_out
OUT port 0x03D4, size 1, value 0x0C  # cga_out
OUT port 0x03D5, size 1, value 0x00  # cga_out
OUT port 0x03D4, size 1, value 0x0D  # cga_out
OUT port 0x03D5, size 1, value 0x00  # cga_out
OUT port 0x03D4, size 1, value 0x0E  # cga_out
OUT port 0x03D5, size 1, value 0x00  # cga_out
OUT port 0x03D4, size 1, value 0x0F  # cga_out
OUT port 0x03D5, size 1, value 0x00  # cga_out
OUT port 0x03D8, size 1, value 0x28  # cga_out
OUT port 0x03D9, size 1, value 0x30  # cga_out
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
IN  port 0x03DA, size 1, value 0x08
